customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_policies,total_claim_amount
4768,51144,61,28,32,9,223
5821,60087,74,21,23,3,355
5614,40417,71,34,4,8,130
2064,50269,61,6,30,1,292
7370,67871,61,1,21,2,10
10575,97343,105,7,91,2,756
8383,68717,70,4,33,2,810
2640,97666,66,16,60,1,136
7771,58467,65,30,90,2,452
4655,74882,67,18,44,3,482
5761,28919,73,11,76,5,207
4130,13691,66,30,29,3,523
6305,53053,65,3,91,2,468
5285,22627,67,19,43,8,321
13736,16181,181,22,79,8,1261
5799,60689,74,0,67,7,5
4014,37384,99,9,17,1,475
9366,60613,240,3,52,1,1152
11772,51008,74,5,95,2,355
3934,20920,103,25,88,1,494
7388,28812,93,17,7,8,425
7716,15300,107,2,93,4,1166
7901,99711,98,14,24,7,11
3349,78092,84,34,13,1,344
2565,68321,66,31,44,1,198
17646,36900,61,21,28,2,109
2886,10312,78,10,63,1,486
13464,83392,112,20,34,2,523
3223,70277,80,23,4,1,84
2763,56274,69,32,5,1,384
5387,97316,67,13,18,7,309
4698,27985,117,8,90,1,561
8473,10859,116,0,8,8,1148
4633,50250,117,3,93,1,561
4983,60415,62,10,31,5,72
6689,56980,84,33,70,7,599
6314,54408,79,29,17,4,288
16473,22828,106,11,54,2,508
2443,30985,69,2,55,1,124
4281,23712,106,2,12,1,508
4334,23904,123,1,67,1,590
3886,57918,112,13,59,1,1185
8923,98044,73,5,53,2,347
4957,10194,65,34,35,4,312
7379,61584,61,16,93,2,205
4538,49821,61,26,48,3,333
10963,55687,276,33,91,1,1324
3090,23970,77,7,19,1,43
4484,19043,65,22,44,8,463
13197,73167,68,19,2,2,326
8219,28445,103,18,72,6,427
3193,52653,81,19,42,1,230
2353,49190,66,11,73,1,501
6291,89113,78,18,68,8,219
9171,60433,77,0,64,2,369
7771,28054,195,1,63,1,571
2487,38667,63,9,21,1,293
12067,24651,116,14,35,2,1284
4887,70742,124,3,64,1,211
4876,98260,66,15,56,3,316
5281,39658,66,32,53,7,316
2874,33462,72,23,9,1,112
16570,23589,211,30,13,6,1012
3490,90985,87,33,39,1,78
4599,79284,117,9,59,1,156
6952,96694,73,2,38,2,525
20864,61984,61,22,94,2,216
5345,54668,68,3,41,6,326
36897,96564,133,0,59,2,638
3709,32112,112,13,33,1,1082
5421,25778,68,29,34,3,20
8013,43196,66,34,71,2,1
7999,79435,107,13,17,5,513
3012,42987,77,14,48,1,128
4772,20993,133,35,90,1,638
5244,68131,130,22,27,1,226
18534,16154,62,31,45,2,91
2581,29757,65,13,55,1,312
6554,74424,81,26,74,9,388
2726,48039,68,4,37,1,11
6948,43248,196,0,73,1,1337
4014,16863,113,35,29,1,1305
6784,16129,64,7,5,2,460
12547,32857,105,24,15,2,504
2495,26689,64,34,23,1,424
14789,51817,129,20,78,2,712
4411,54140,62,20,88,6,446
20925,44342,74,24,60,2,355
8396,68440,115,18,80,3,552
10010,66371,125,2,75,5,43
5646,39841,72,9,40,5,440
9082,34430,117,16,51,8,232
3580,75333,90,12,44,1,289
2478,65744,62,9,77,1,166
8428,12180,113,17,62,3,675
9095,37937,116,11,42,5,556
3164,83500,83,20,32,1,398
8984,39053,137,22,68,6,1532
41787,46587,119,34,74,2,571
7781,57474,97,21,44,3,280
4905,46177,61,8,32,8,379
2502,13941,66,8,11,1,3
6692,63221,168,28,49,1,806
4740,46577,72,4,61,4,518
5946,81139,74,22,69,3,392
5186,62526,73,27,95,6,194
5142,32947,72,17,87,8,345
10598,20179,133,29,0,5,638
8259,20305,76,14,63,2,496
2632,99841,65,14,30,1,312
12427,15818,107,24,99,2,333
13869,28432,118,1,59,2,612
2691,33104,70,10,23,1,336
3844,26262,97,6,59,1,465
6559,55530,94,7,8,6,451
8023,34335,101,24,55,3,484
5745,64876,165,27,38,1,1853
3903,51833,99,1,18,1,190
6106,60234,152,14,98,1,136
3499,37273,88,10,87,1,422
8334,49851,69,35,85,2,331
7180,42303,180,24,66,1,1210
2265,84059,61,5,21,1,292
2917,51622,74,29,32,1,355
4871,72648,61,0,78,5,120
4669,76157,116,15,80,1,556
7614,35045,96,5,47,5,420
4102,68346,112,31,21,1,537
4743,70082,119,17,23,1,571
3539,83873,99,13,87,1,1158
3660,64495,92,34,30,1,251
6234,18047,82,26,12,9,192
11435,12470,103,30,52,2,618
23554,31157,100,23,49,2,444
4967,28524,62,26,45,9,297
7126,22490,90,8,96,8,88
5786,44784,73,26,35,4,395
8189,72191,68,5,48,2,209
6953,43221,87,33,51,7,398
3954,18375,103,7,50,1,535
5630,72874,70,26,31,6,336
4170,90310,104,9,39,1,166
11172,14533,63,4,20,2,302
5085,31546,65,4,83,9,100
9597,38736,81,7,35,2,561
8826,28463,113,0,45,7,324
6861,30816,87,10,43,4,237
4703,30327,137,11,73,1,1554
4505,20284,65,14,84,3,532
2308,20811,61,33,61,1,292
8920,40867,112,21,98,7,537
5189,82166,134,9,43,1,643
2671,23305,68,25,26,1,127
2395,38460,61,11,98,1,191
2879,42247,74,4,52,1,355
6104,62455,77,27,85,5,338
5503,76839,68,12,85,3,326
5755,97607,71,2,67,9,60
6778,13784,96,2,84,9,460
7507,60920,64,10,61,2,231
9263,23377,116,15,19,3,556
8314,40447,105,1,79,6,377
4037,21586,106,6,5,1,1056
6438,90035,80,28,38,3,141
8041,44986,101,14,83,3,624
6405,48131,82,6,86,3,393
10394,22601,88,1,41,2,633
5994,74284,74,27,5,3,268
7787,24664,69,12,15,2,496
8005,63357,101,26,42,5,565
7200,13183,66,16,77,2,316
2458,65875,71,21,8,1,511
11665,84978,72,12,51,2,166
29706,42313,128,15,37,2,1345
16705,74900,208,31,63,6,998
2108,16720,61,8,91,1,351
6896,50599,68,10,53,2,326
9726,72236,80,2,29,2,518
3878,84981,96,6,96,1,4
43290,23203,132,21,71,2,1158
5096,22886,65,9,81,3,312
10408,20228,101,3,43,2,523
6176,49529,78,4,78,3,234
7555,82157,114,19,50,3,820
3350,94395,83,8,1,1,582
3923,54901,108,2,38,1,912
13466,11432,119,11,9,2,571
6832,26935,93,7,90,5,446
5170,53603,132,30,1,1,697
8406,42540,70,6,52,2,43
13094,37541,109,10,31,2,96
3508,23629,88,15,81,1,633
8456,89918,105,15,72,9,367
6639,72661,83,17,21,4,398
2514,23504,69,19,56,1,374
7423,36639,62,16,34,2,297
2671,62452,67,1,9,1,407
11982,42995,101,10,22,2,410
4434,58082,112,31,66,1,103
7039,24239,88,25,5,8,48
5799,65538,72,24,86,3,261
5176,91475,64,28,35,3,73
5124,12654,134,13,56,1,643
8578,78077,107,11,47,6,438
7324,41609,104,10,74,7,1114
7891,28422,68,10,63,2,453
3919,66676,97,0,40,1,558
9778,99364,121,3,37,5,580
11014,67575,91,27,85,2,401
8621,20566,87,12,12,2,417
5620,21142,71,16,79,4,79
3799,59258,102,1,99,1,489
14748,31226,93,31,68,2,446
16979,35095,73,32,56,2,525
26462,40659,82,15,88,2,511
2254,30918,65,5,51,1,312
7619,64749,64,24,59,2,302
11211,41121,94,20,56,2,451
2570,44940,65,1,67,1,284
9553,83004,146,20,14,4,1051
5229,69545,65,17,97,8,312
9220,46025,136,13,28,4,979
13979,33617,117,6,12,2,761
5890,76875,73,21,4,9,17
4355,12667,64,22,22,4,460
2537,31036,68,32,28,1,326
11572,95081,166,4,49,4,1195
5168,81182,64,3,45,8,307
4605,47481,116,20,39,1,556
13372,88706,110,14,72,2,528
5421,85447,71,23,2,3,509
7264,12075,94,16,23,5,451
2704,24173,70,16,96,1,181
2461,12222,67,8,70,1,321
9807,27409,135,18,48,4,970
2456,50979,61,25,45,1,262
3849,99971,106,10,32,1,763
6376,27835,81,18,46,3,529
8682,10540,115,33,76,3,552
7529,52774,66,16,26,2,78
8173,68144,70,29,98,2,336
9393,39770,117,11,37,3,561
5038,72919,130,20,22,1,936
13749,82753,114,3,42,2,264
10706,55436,67,7,44,2,321
5674,26225,72,12,25,7,320
9927,19592,92,31,63,2,441
2294,58448,62,5,31,1,297
3237,60244,83,3,72,1,326
2601,80584,65,33,17,1,312
4685,77678,116,32,81,1,741
2614,65186,65,29,27,1,5
2522,48427,69,30,64,1,470
2563,39079,69,13,74,1,97
9701,45668,80,7,55,2,344
2433,74174,71,31,79,1,493
5575,18892,73,33,76,5,106
31221,42780,113,10,27,2,542
6943,25612,61,12,52,2,292
14628,63936,189,20,29,5,765
19259,35973,159,13,97,2,763
19582,26463,72,28,93,2,345
2732,86650,69,7,64,1,323
9696,86830,123,18,5,3,480
30118,68906,187,25,61,2,1053
13083,73060,108,9,78,2,518
8123,12617,108,5,43,8,648
9067,78250,114,7,66,6,547
8693,48893,110,1,26,3,787
7519,32397,190,14,95,1,334
9189,99443,117,6,6,5,228
67907,78310,192,34,18,2,151
8696,91423,109,3,71,5,435
35444,96853,98,34,68,2,565
5165,43461,64,24,47,6,307
7849,54431,97,19,62,3,284
5140,26952,76,1,0,8,364
2615,24914,66,6,90,1,138
8550,21733,73,17,37,2,525
10056,16097,139,7,6,7,1000
3861,93272,95,3,54,1,281
2691,34322,70,20,46,1,336
2441,76936,65,7,28,1,312
4549,23650,61,5,10,3,14
4467,41409,64,10,34,4,307
6273,18577,86,21,76,6,412
3344,33243,85,13,19,1,24
8793,72897,73,26,96,2,507
26570,33205,100,16,36,2,480
4305,24188,109,14,82,1,523
3347,37138,85,4,13,1,612
10626,27339,97,0,37,2,44
3423,29958,90,8,77,1,432
5553,64648,92,30,64,9,662
2721,43278,68,10,10,1,326
5715,84183,72,25,86,4,255
15785,81119,196,3,67,3,940
2504,66081,64,3,92,1,42
6117,76469,87,18,83,8,1032
2980,72669,74,10,39,1,332
2491,36631,62,30,77,1,67
5107,55585,77,2,71,9,554
24249,33651,69,21,37,2,328
6500,72140,61,13,37,2,292
13770,59207,116,23,21,2,556
2658,22724,69,21,39,1,9
4892,43199,61,23,31,3,334
2989,79867,74,0,76,1,78
5388,48895,68,16,27,7,325
7744,26444,196,4,14,1,940
6819,22492,85,34,88,7,61
3791,41212,95,13,27,1,405
11663,15359,107,9,34,2,513
5065,43460,63,4,18,3,302
3237,60244,83,3,72,1,326
4882,21236,123,3,12,1,131
8130,61036,68,2,75,2,413
29577,79427,106,34,13,2,763
4079,86155,114,12,43,1,631
5246,28909,66,15,66,8,456
8583,53944,71,13,20,2,340
8161,32967,105,16,70,4,504
9800,32245,124,4,58,8,257
2773,73478,68,2,38,1,241
24826,67572,102,7,55,2,296
13840,29658,119,34,66,2,571
8646,25964,76,21,87,2,364
8973,69736,111,11,7,3,424
4607,17343,63,8,92,5,208
7462,70263,93,30,66,5,7
6600,27266,110,18,95,7,1011
2004,85132,66,16,35,1,316
3939,60021,99,12,28,1,882
3380,58109,86,9,6,1,412
4653,30874,70,1,4,4,585
22855,20832,65,8,32,2,56
4904,12902,139,3,51,1,667
5092,46922,64,34,12,3,403
5230,32630,66,26,40,3,202
13297,50631,112,19,12,2,784
2424,22590,67,7,61,1,85
38445,27398,125,4,71,2,600
5272,24423,67,5,62,6,321
4155,18002,62,8,20,7,446
4669,76157,116,15,80,1,556
7017,10451,103,29,91,6,741
5680,90353,70,3,64,7,72
5033,77031,125,17,17,1,600
6846,91372,95,13,20,5,456
22712,14119,67,4,53,2,68
7488,39602,64,15,59,2,307
8733,83210,110,0,25,3,528
20314,63209,102,20,28,2,207
17223,85378,107,7,4,2,513
6134,43875,78,18,33,5,289
3142,43285,83,35,77,1,265
7019,26806,63,32,19,2,302
2656,62777,67,34,32,1,101
4358,86001,109,4,27,1,523
15119,47725,63,10,66,2,142
2719,37703,70,11,51,1,83
7607,79349,104,3,62,3,638
8717,83846,74,22,94,2,355
6739,17501,93,34,32,9,13
7405,22044,65,35,70,2,10
4170,29462,107,28,23,1,513
8507,56704,71,33,50,2,84
2627,94962,67,10,48,1,321
18060,57882,115,1,61,2,552
4569,96112,124,32,75,1,250
2199,57028,62,29,72,1,297
7406,38169,62,18,82,2,71
8163,39929,85,9,37,2,790
5204,29406,68,33,79,6,326
5261,90217,66,14,88,5,316
22643,93011,113,17,12,2,281
8200,24814,69,31,48,2,331
5483,87777,68,16,1,7,257
4515,87517,112,1,28,1,802
4015,28088,102,8,61,1,489
3824,62530,95,35,28,1,61
11790,25251,66,13,43,2,316
8870,91580,73,14,52,2,290
8534,47325,107,0,92,6,64
7720,67332,192,3,10,1,921
28486,91871,102,5,3,2,346
4993,75090,63,10,67,7,101
6104,18690,80,10,63,5,18
5068,80846,65,9,32,9,227
2784,61807,70,0,96,1,104
15394,35822,197,25,79,7,1404
8610,35256,111,27,36,9,532
9816,37256,62,15,7,2,128
5218,21371,66,13,48,8,590
15083,26021,126,6,32,2,331
7814,51972,66,19,22,2,316
20096,92766,71,17,15,2,379
5439,34978,82,12,40,6,590
2872,57749,74,31,21,1,355
4529,64270,117,12,58,1,46
3891,31409,100,14,39,1,116
5297,23908,70,18,57,4,336
6768,77001,85,4,58,3,408
9386,42090,119,0,61,3,203
13864,33357,74,4,12,2,580
9640,30431,122,6,16,3,133
2463,99144,61,29,51,1,292
19237,35624,66,6,55,2,227
12880,24571,109,21,22,2,523
4594,39053,114,5,66,1,547
7492,39815,64,17,68,2,91
4776,86665,67,10,38,9,315
2545,76801,71,6,65,1,340
14435,70600,122,26,5,2,636
5332,68931,66,32,30,7,309
3861,93272,95,3,54,1,281
2520,98044,70,18,47,1,63
16548,81639,82,33,26,2,47
5137,93872,64,23,6,6,206
16547,46593,70,3,81,2,129
3211,16269,86,6,84,1,412
4351,74163,108,14,63,1,518
8105,38893,103,19,40,9,41
5007,51523,62,31,0,3,297
7765,56337,97,26,25,3,465
4679,21720,128,5,7,1,837
2397,22283,65,16,93,1,572
2692,92593,68,4,53,1,8
4642,59584,64,10,15,5,770
3097,91706,89,16,59,1,427
4556,71925,73,24,40,9,525
21639,64455,108,5,43,2,133
15120,20656,130,15,5,2,706
8512,61725,106,7,70,6,508
3940,92539,100,1,55,1,25
8652,65605,111,2,72,7,377
5479,38210,69,25,41,3,383
8608,21450,110,8,80,3,528
5074,66933,63,8,0,6,160
11537,97854,86,12,89,2,619
3705,84493,92,29,19,1,441
9942,67890,85,23,57,2,408
7956,22699,74,11,76,2,355
6451,30857,81,17,14,7,309
6715,21835,90,6,78,7,432
3071,47528,77,10,73,1,277
2725,36650,69,13,70,1,56
6753,44213,85,15,58,3,77
8178,29057,102,22,24,3,489
3871,36418,110,8,76,1,528
6297,99674,189,4,51,1,1823
3707,16476,101,29,25,1,313
5181,97131,64,5,80,6,307
10623,93164,96,11,16,2,460
16973,69497,142,30,31,2,92
4458,17622,65,1,36,3,312
17253,81441,124,4,85,2,928
8036,19659,112,7,42,9,806
4376,63774,111,22,63,1,60
5365,62808,66,33,37,4,211
4347,38223,112,27,18,1,537
29706,50367,128,15,37,2,1345
5608,81914,70,6,33,6,198
5008,56133,73,4,0,8,350
14616,25358,126,1,13,2,750
8196,21706,108,19,28,3,518
5830,61468,77,11,36,6,783
28393,38772,90,8,87,2,321
7188,75456,66,15,24,2,278
8609,79090,107,2,74,3,289
3545,82754,116,23,14,1,835
6314,66947,78,13,12,6,374
8875,69205,110,20,56,6,372
3054,28533,88,29,19,1,422
3744,96291,101,3,32,1,727
3013,21353,80,28,21,1,576
11631,14277,152,8,94,7,1082
9618,80536,119,5,83,3,53
11814,41004,102,15,26,2,489
2966,89710,81,14,75,1,388
12101,23639,112,28,30,2,1252
3289,21947,83,17,66,1,366
13869,28432,118,1,59,2,612
6743,17728,61,2,76,2,292
7679,12677,101,21,18,9,500
8444,76352,109,17,9,4,501
8432,21052,111,12,55,5,453
3409,85023,85,4,69,1,408
6186,37138,83,12,1,9,417
5333,55674,66,28,95,3,81
7218,32312,61,29,31,2,276
3021,72142,84,26,37,1,700
20534,79356,93,24,25,2,669
9628,71269,80,28,85,2,350
4868,31447,121,12,16,1,580
6273,18577,86,21,76,6,412
3339,83178,94,20,53,1,863
14567,54194,148,8,18,2,710
9429,75638,83,6,52,2,108
8237,48866,103,5,76,3,494
2867,23376,78,19,18,1,374
6446,43478,80,27,79,9,384
31920,58542,114,29,82,2,129
5032,30735,63,4,43,7,307
2229,31358,61,27,57,1,292
7263,86732,180,0,95,1,204
7035,77235,87,2,68,5,310
5893,86498,74,13,13,5,8
2480,81672,65,1,60,1,328
10213,39719,131,1,57,3,628
10208,35482,129,21,59,3,619
4763,14957,66,24,68,8,316
8099,82195,112,19,42,6,438
7996,70061,99,2,57,3,699
21850,51056,78,27,86,2,95
2875,84768,72,6,31,1,110
2374,48911,61,15,6,1,292
5553,21815,92,24,64,9,662
3508,20978,98,19,96,1,1176
6371,23797,81,10,57,3,388
6568,25876,83,29,46,3,398
10963,55687,276,5,91,1,1324
4314,17738,64,16,42,5,460
2619,78618,66,7,56,1,225
3652,80169,95,22,80,1,456
17732,42191,74,2,43,2,68
9657,54033,131,34,61,9,628
2308,46485,68,9,34,1,489
2776,30893,70,25,13,1,85
20090,65556,66,16,19,2,252
2829,25317,71,15,97,1,50
2359,19864,63,22,96,1,352
36860,22854,122,28,53,2,878
3644,82477,90,1,69,1,432
5044,59292,64,14,92,4,218
2775,29051,73,31,79,1,153
22093,24193,185,26,79,2,785
4652,52087,63,11,23,7,151
8646,64125,108,3,44,3,369
7708,71134,98,21,95,8,196
2702,46370,68,28,86,1,326
40224,48587,111,7,14,2,532
2833,45360,73,16,71,1,350
4726,13037,124,28,49,1,839
6102,42800,153,4,11,1,734
5395,44047,137,12,38,1,969
7399,46316,101,28,34,6,337
8177,54695,103,6,94,5,494
2749,71445,70,6,95,1,336
8042,55411,100,24,53,4,259
5785,31320,72,30,95,5,293
4531,57449,126,19,39,1,907
5062,63949,72,22,58,5,345
8845,45600,113,6,96,3,617
15182,53863,63,12,30,2,105
7851,32225,66,23,90,2,316
5408,80192,67,22,24,7,95
21240,77137,190,7,45,2,1368
2499,28264,63,22,9,1,364
8485,32607,111,27,79,8,532
2292,32797,64,18,30,1,460
6843,13230,66,18,21,2,478
2630,62006,78,14,23,1,374
7928,52248,72,7,75,2,345
3982,73440,113,14,77,1,542
5551,36918,76,28,77,3,364
15512,39794,133,0,7,2,638
2472,62006,61,31,96,1,292
5797,69276,74,14,22,8,201
10934,47170,139,4,57,3,667
8084,60662,68,10,38,2,326
2993,23277,77,14,68,1,369
5701,41154,72,6,7,8,345
2409,59665,62,33,3,1,167
25805,22711,82,8,74,2,393
38445,27398,125,4,71,2,600
8072,30584,68,10,37,2,51
2899,33738,74,6,50,1,304
2877,32807,73,10,10,1,350
8010,52009,68,20,29,2,250
2678,72450,66,21,58,1,84
3329,75556,84,24,78,1,498
6782,26116,85,6,58,3,612
5175,43735,71,0,26,9,340
7690,55843,64,3,80,2,307
5113,94415,127,6,53,1,492
2570,48823,72,0,93,1,345
4059,11621,108,4,98,1,518
4692,38936,69,31,89,5,506
4591,83297,113,11,28,1,542
3703,21975,95,28,63,1,456
5639,73168,70,21,50,3,425
5363,64324,67,7,67,3,321
7704,49088,97,4,46,3,698
6375,98118,83,28,68,3,398
4254,11904,61,34,11,3,292
10010,66371,125,2,75,5,43
5107,35625,65,10,56,3,288
2590,22398,67,23,76,1,321
15531,95340,198,5,84,3,808
3837,21880,97,29,37,1,424
7705,25290,66,0,4,2,382
3768,43412,94,33,38,1,509
5457,94731,67,23,65,4,321
10391,81439,90,25,40,2,108
11315,11885,101,18,39,2,484
7344,64371,181,4,50,1,868
4023,41833,103,28,43,1,643
13197,69953,68,19,2,2,326
6238,15602,90,25,63,7,134
27666,61886,87,3,49,2,417
2707,51455,67,16,85,1,11
4650,28215,65,15,26,3,468
5447,55483,70,26,46,3,230
2848,82842,81,26,58,1,583
8986,66267,111,23,95,3,1093
2541,93046,71,12,37,1,511
18690,57457,68,6,94,2,326
4428,18263,117,1,18,1,758
2763,56274,69,32,5,1,384
2594,49464,70,17,47,1,494
7824,64543,65,1,84,2,200
7668,92456,95,8,3,4,456
3596,30694,91,22,23,1,436
2480,29444,63,5,84,1,302
2248,24910,63,7,63,1,347
9638,35230,61,27,2,2,16
5375,80769,80,13,57,4,749
7542,62848,111,7,25,3,1186
30313,67117,85,10,38,2,329
5979,57693,76,16,56,3,547
9472,65903,131,4,49,9,628
16301,19614,85,21,32,2,574
5907,74300,81,21,47,8,390
30647,82505,105,8,29,2,1212
4416,61953,113,5,63,1,497
5510,61401,69,8,77,3,144
4865,21498,63,23,72,9,302
12765,97063,117,13,47,2,842
8657,68727,72,15,49,2,171
9079,20290,113,6,75,3,766
8317,64367,104,0,14,9,96
8396,47593,72,33,52,2,344
2776,20868,77,6,36,1,554
5657,39584,152,12,89,1,729
6503,22081,84,1,9,6,451
6674,48018,189,22,14,1,1737
4103,82427,102,24,5,1,489
2759,92296,69,4,65,1,331
5645,44162,71,27,16,7,160
4629,17418,70,23,32,7,754
5350,41336,68,33,25,5,263
4802,29809,61,13,17,9,365
20215,77058,63,16,42,2,119
5879,85857,73,3,19,6,100
8092,50825,102,3,46,3,369
13111,67197,111,2,9,2,147
6516,91719,175,12,60,1,1221
5737,68946,71,15,31,8,309
2331,27398,68,4,39,1,326
11030,35773,93,25,89,2,446
6552,56188,86,20,52,3,175
8679,55842,109,4,26,3,703
2510,94962,70,25,30,1,522
17367,66245,145,20,58,2,181
5314,66467,66,17,65,3,294
50568,82081,249,1,62,2,753
14708,36670,189,30,44,3,907
5300,26585,69,26,23,4,308
7434,51408,62,11,92,2,297
4582,19065,61,28,29,7,292
4661,54550,68,0,48,5,489
10461,29339,155,23,62,5,1116
2722,17576,71,29,70,1,398
7857,85020,104,12,7,3,499
4598,51523,116,11,20,1,738
17435,54105,73,1,15,2,350
2981,80590,74,26,3,1,97
3049,46939,90,14,36,1,432
4506,60468,66,0,10,9,316
2722,17576,71,29,70,1,398
3819,13271,111,29,76,1,799
2530,37811,63,25,14,1,365
5147,33171,65,27,17,3,236
4512,82383,125,6,44,1,900
27420,73353,112,23,20,2,537
6198,24053,87,33,53,7,624
19160,22705,239,19,59,7,1294
9807,86576,135,3,48,4,970
5012,48328,63,22,12,7,108
4652,29509,63,21,23,7,151
5292,67899,66,5,31,6,316
8044,68849,67,9,67,2,252
4674,35830,118,4,50,1,597
2399,19112,62,3,32,1,259
7582,64801,64,23,19,2,268
2759,92296,69,4,65,1,331
1904,26241,63,22,7,1,302
9036,89382,112,2,61,3,573
38320,45277,191,19,0,2,916
5122,58206,64,2,56,3,454
6907,42790,87,10,74,3,290
6089,21832,84,29,39,3,403
8193,54840,72,18,59,2,468
2544,91169,65,15,50,1,139
5228,92472,65,0,3,3,240
8927,96768,111,6,65,3,2
3746,70342,96,3,99,1,685
5494,89205,68,28,86,6,165
25253,44096,72,28,65,2,345
5639,73168,70,21,50,3,425
8083,96454,116,7,23,8,820
5398,73775,67,14,51,3,321
5165,68371,72,6,66,5,518
3124,81285,81,35,2,1,441
28328,20799,111,20,28,2,388
2573,29500,67,14,72,1,321
24186,32989,102,25,12,2,489
4864,37406,122,23,38,1,1134
4228,77853,106,12,76,1,165
15023,28262,192,5,77,3,921
5841,88251,79,17,4,3,379
5811,83318,72,21,58,3,345
7231,67276,61,7,74,2,181
5126,85522,64,1,56,3,165
8802,96390,73,17,47,2,316
3580,75333,90,15,44,1,289
2914,37803,74,26,51,1,355
2724,97160,70,21,70,1,405
7258,60969,61,9,5,2,146
3218,68776,80,28,78,1,87
13083,73060,108,35,78,2,518
10901,72257,90,29,61,2,408
6187,80845,88,27,25,6,633
3398,14814,101,4,60,1,1183
9700,55643,138,23,54,3,993
6627,90751,82,2,22,8,315
2598,62566,65,4,3,1,48
8714,81459,118,14,64,4,566
2496,49136,64,7,95,1,307
8737,61281,110,7,16,7,79
3567,92198,102,28,11,1,660
3256,45798,89,17,56,1,491
2471,79192,70,32,14,1,504
5469,67099,69,11,24,6,22
8382,25998,71,16,38,2,791
8209,66037,69,2,83,2,69
4981,33176,63,22,75,3,302
5686,26409,71,30,70,5,475
10552,77627,88,14,38,2,205
5905,59848,73,5,98,3,131
4144,64478,103,30,92,1,8
4219,62396,107,24,52,1,693
4386,10621,67,28,22,5,321
9419,87840,118,22,42,3,161
12913,62448,107,0,11,2,513
10209,36568,128,28,34,6,978
2818,88816,70,33,9,1,164
2595,27734,65,12,86,1,193
9718,13328,65,12,46,2,312
10759,11673,97,12,24,2,465
21768,35124,137,18,46,2,986
2661,35503,67,14,95,1,216
5227,29716,72,20,12,6,518
5811,92534,79,10,22,8,304
7948,23916,68,33,86,2,481
5479,38210,69,25,41,3,383
16710,73049,139,3,42,2,284
2757,50414,69,25,34,1,331
3044,17489,85,31,28,1,587
6913,26714,64,17,7,2,307
6656,26628,85,15,28,6,408
10090,97238,126,6,91,3,604
5009,54146,68,21,69,7,326
5018,74423,62,31,10,5,50
7993,39448,103,10,14,5,66
14635,16066,139,5,56,2,667
13623,67060,126,1,85,2,339
4362,58842,110,6,74,1,528
5442,25884,69,18,36,9,292
4035,55407,101,30,68,1,275
4876,22236,62,3,45,4,409
9546,15406,124,7,40,3,892
7911,43916,68,10,59,2,326
4270,68568,122,27,2,1,725
2659,24495,70,29,65,1,336
5548,67798,69,1,78,9,331
5503,59932,71,16,77,3,116
3056,34317,78,6,32,1,263
3909,40361,98,3,98,1,71
13862,96950,115,20,74,2,633
4017,31106,118,23,54,1,959
5660,59586,72,6,70,3,91
2991,35605,74,0,95,1,355
2345,51397,61,20,61,1,292
4794,46143,122,15,85,1,223
2869,13393,73,31,11,1,34
7584,87473,95,28,7,8,448
6511,42746,91,24,28,8,655
2213,45942,63,0,66,1,305
4091,38692,102,16,8,1,502
3293,87613,94,3,40,1,676
2712,58508,69,32,11,1,57
7258,88082,61,10,45,2,218
5729,92254,70,7,94,7,245
7072,90551,61,28,4,2,374
16510,31356,68,25,13,2,326
7783,48689,191,15,18,1,985
8079,13050,102,1,77,6,734
29706,16269,128,3,37,2,1345
3436,30817,88,25,43,1,91
15860,34834,136,10,41,2,46
5520,26129,70,4,38,3,419
9000,28108,114,6,27,3,547
8719,59763,73,4,31,2,350
6826,20763,68,13,26,2,489
2504,66081,64,31,92,1,42
2119,18287,61,6,56,1,292
15503,29932,64,34,5,2,319
12010,42978,119,3,24,2,856
5505,86132,68,30,10,3,301
5068,31475,64,6,3,3,22
8476,74001,108,3,62,7,254
4118,69379,103,18,79,1,494
4160,96263,103,5,5,1,1
2457,29486,62,19,73,1,7
8717,36645,112,21,50,7,614
8896,26201,112,4,48,8,168
9061,79547,65,19,87,2,413
4282,40864,109,16,70,1,166
4692,56231,64,20,13,4,137
9810,57924,131,15,90,8,628
7385,54289,62,32,13,2,430
8485,93395,244,10,99,1,1756
9438,86946,118,13,14,7,340
6386,23751,82,4,9,7,586
2397,22283,65,16,93,1,572
8614,64220,107,3,86,7,48
4456,29550,114,16,70,1,118
8265,99413,77,17,41,2,554
6019,68658,77,7,60,8,296
4849,36413,61,21,76,3,153
15320,81955,126,3,21,2,720
6714,31932,93,8,42,3,604
5498,33191,70,9,80,9,443
8982,43490,114,24,63,6,174
5599,12915,73,1,60,5,350
5504,69944,73,18,45,5,350
14917,66562,190,1,36,3,1368
9772,59325,83,20,76,2,81
3237,60244,83,3,72,1,326
6457,37548,81,12,9,3,160
8433,57961,72,30,64,2,38
5912,72208,73,3,84,8,350
4903,39793,66,19,29,8,469
2227,27972,61,7,38,1,292
4013,56586,100,33,86,1,121
7870,75740,98,8,42,3,46
2780,88704,69,16,78,1,259
5512,45971,138,15,91,1,139
5271,13215,74,30,17,3,443
2675,55479,68,5,7,1,117
4715,63631,64,28,43,7,345
6712,44891,83,12,75,6,74
5414,26893,68,1,31,5,68
2396,26222,62,23,18,1,297
3360,75216,84,29,39,1,65
4882,80604,61,22,86,3,255
